1.337796630859375000e+02 7.582886505126953125e+01 7.052138519287109375e+01 5.950626754760742898e+01 -8.273088335990902431e-01 -1.060801744461057350e-01 -1.605737827718257460e+00 7.212286591529845081e-01 -7.784289941191672169e-01 -1.499657653272151725e+00 6.523609161376953125e-03 -1.212622523307800293e+00 1.110049843788146973e+00 -1.219146132469177246e+00 1.103526234626770020e+00 2.322672367095947266e+00 8.273345536284445467e-01 1.217253624945883184e+00 1.952077003363196672e+00 1.416505584562999465e+00 1.350452460990358539e+00 2.764738686004307944e+00 2.109879760742187216e+02 2.497693023681640341e+02 1.072488048335254689e+03 8.793745703523998714e+01 1.132410316391028999e+02 1.887456450246573354e+02 1.011662818296034345e+02 9.205226974686529218e+01 1.623630938252148894e+02 1.814021148864579345e+03 1.301260754286109204e+03 1.470923492267207394e+03 1.170807519552495023e+03 5.313792728640670475e+02 2.945614624023437500e+02 4.266399383544921875e+01 3.519612168710684497e+00 2.577204150887415501e+00 2.290803627630587425e+00 1.555663880811979149e+00 2.951526845898405860e+00 -2.240315586328506470e+00 -2.246839195489883423e+00 -1.027693063020706177e+00 2.932819877062932790e+00 -1.882304310798645020e+00 -1.888827919960021973e+00 -1.519582509994506392e+00 -6.922736763954161487e-01 -2.814067363739013672e+00 1.783484935760498047e+00 9.978452324867249645e-01 -2.091865301132202148e+00 3.580112755298615057e-01 -2.456251680850982944e-01
3.267865295410156250e+02 1.674205932617187500e+02 9.098018646240235796e+01 6.036357498168945312e+01 2.484005689621004986e-02 -9.349995255470263666e-01 -3.765609860420225941e-01 -9.598395824432364165e-01 -4.014010429382326439e-01 5.584385395050037726e-01 -2.892234985028402150e+00 -2.337380353604451955e+00 -2.163259450589315236e+00 5.548546314239501953e-01 7.289755344390869141e-01 1.741209030151367188e-01 2.892341652891104786e+00 2.517453282622983846e+00 2.195789067003687922e+00 1.108672939165294968e+00 8.321827486091341042e-01 5.849544352095198407e-01 3.175171203613281250e+02 5.276070404052733664e+01 4.825453934547187487e+02 4.798619315165627199e+02 3.794240075354616124e+02 2.760504931909882771e+02 1.443701412052603814e+02 8.696513462817596007e+01 5.040074245364300509e+01 1.391126506509217961e+03 1.022170516197508391e+03 1.158288282583338287e+03 8.100567894880442736e+02 1.598788676600445342e+02 3.046964111328125000e+02 3.084350776672363281e+01 1.402826088379275138e+00 1.196269822191278864e+00 2.471522121514043935e+00 3.346511092269217169e+00 3.284975637346080113e+00 1.001085989177227020e+00 -2.389864332973957062e+00 -2.944718964397907257e+00 -3.118839867413043976e+00 1.117602467536926270e+00 -2.273347854614257812e+00 8.207332491874695934e-01 7.958931922912595436e-01 2.369452565908432007e-01 7.522440552711486816e-01 -1.175252318382263406e+00 1.295036673545836847e-01 1.165164783596992631e-01 1.658375859260559360e-01
2.366056518554687500e+02 8.246573638916015625e+01 4.940140914916992188e+01 3.887393569946289062e+01 4.680424928665161133e-02 -1.073610752820968628e+00 1.058412969112397350e+00 -1.120415002107620239e+00 1.011608719825745739e+00 2.132023721933365756e+00 -2.100205183029174805e+00 -2.072591304779052734e+00 -3.030299067497253418e+00 2.761387825012207031e-02 -9.300938844680786133e-01 -9.577077627182006836e-01 2.100726647751652632e+00 2.334153972046090875e+00 3.209820937631886473e+00 1.120755237873029664e+00 1.374200435144889543e+00 2.337248234496563271e+00 8.056099700927734375e+01 9.617765045166014204e+01 4.007954244147048826e+02 2.501124474334185379e+02 2.279268875653544058e+02 2.253319724247459703e+02 7.906493849970992471e+01 8.283982430864736557e+01 1.199581275218126137e+02 1.210603248122663899e+03 7.896638713373509972e+02 5.064024709254204026e+02 8.639734169404897557e+02 1.238508228728218086e+02 6.844328308105468750e+01 3.811571121215820312e+01 3.212828917378814708e+00 3.262938941096280132e+00 1.547479682441996296e+00 9.749313539866515388e-01 2.239879331181157340e+00 -3.041541457176208496e+00 -9.413362741470336914e-01 -9.689501523971557617e-01 -1.124238967895507812e-02 -4.826694726943969171e-01 1.617535710334777832e+00 -8.083093762397766113e-01 -8.551136255264282227e-01 2.776585102081298828e+00 -5.421352386474610485e-01 -3.092689514160162911e+00 -1.854054331779480425e+00 2.558871984481811523e+00 3.731287717819215533e-01
4.577420654296875000e+02 2.451903533935547159e+02 2.400208435058593466e+02 4.067634582519531250e+01 7.520098984241485596e-01 1.036705017089843750e+00 -1.355123221874237283e+00 2.846951186656951349e-01 -2.107133120298385620e+00 -2.391828238964080811e+00 3.037507832050323486e+00 -2.728841725979940236e+00 -1.783523559570312500e-01 5.168357491493225098e-01 3.067325119172231496e+00 2.550489370022908986e+00 3.129212795112366940e+00 2.919132483788365651e+00 1.366809609762177802e+00 5.900597445944060215e-01 3.721356388921027936e+00 3.496546632222409023e+00 1.299102935791015625e+02 2.782837867736816051e+01 2.963391101209698490e+02 7.231489839308910632e+02 7.471978057243421745e+02 2.090273002313464872e+02 1.636225598978711275e+02 3.257506446145180234e+02 3.558457317612900965e+02 1.052998816103304534e+03 6.145541940434696926e+02 5.749359576960905542e+02 6.003772621532879157e+02 3.513634262922028597e+02 1.395983276367187500e+02 5.374745941162109375e+01 2.932690644041786587e+00 6.823780841737505654e-01 2.924203810739781417e+00 2.602373519246054201e+00 1.031241768890667432e+00 -5.560486316680908203e-01 2.689628843461171925e+00 2.172793094311849416e+00 -3.776962757110595703e-01 2.049249410629272461e+00 -9.882584214210510254e-01 6.097913384437561035e-01 -1.422185599803924561e-01 -4.209477007389068604e-01 -8.825252652168273926e-01 -7.982461452484129749e-01 -3.694385051727323344e+00 2.605298042297363281e+00 1.005328655242919922e+00
1.504787750244140625e+02 8.115302276611328125e+01 7.986688995361328125e+01 4.794429779052734375e+01 -1.192980408668518066e-01 -9.357067048549655430e-01 -3.458713963627816357e-01 -8.164086639881137364e-01 -2.265733554959298013e-01 5.898353084921839073e-01 2.824814081192016602e+00 2.257786870002746582e+00 1.336226463317871094e+00 -5.670272111892700195e-01 -1.488587617874145508e+00 -9.215604066848754883e-01 2.827332066782281217e+00 2.444002575257918419e+00 1.380263809600514868e+00 9.940035034465108943e-01 1.505731908909719641e+00 1.094156878291802748e+00 1.958600921630859091e+02 8.404374694824218750e+01 2.847556034417474962e+02 2.217574283051279735e+02 2.276658656613493008e+02 1.133082130826052776e+02 8.446473923428980868e+01 8.754817900326636959e+01 6.817650005900058829e+01 8.411516423633662498e+02 6.140870123238171345e+02 4.661944753504272967e+02 4.688097803032105730e+02 1.965719808018102697e+02 1.214444427490234375e+02 3.846310806274414062e+01 2.418129297157274760e+00 3.049244240003033291e+00 2.695552387268031591e+00 2.516026827052242343e+00 3.609901067181191969e+00 -1.943969249725341797e+00 1.514401976262227834e+00 2.081429187451497853e+00 3.002989594136373341e+00 5.973541736602783203e-01 -2.227459907531738281e+00 -4.547442197799683172e-01 -3.354461789131165106e-01 -2.733454704284667969e+00 -1.765476703643798828e+00 1.350445866584777832e+00 -8.654891252517700195e-01 2.541323423385620117e+00 1.894484162330627885e+00
3.506348266601562500e+02 1.778762664794921875e+02 9.624301910400390625e+01 4.038768005371093750e+01 -1.332911163568496704e+00 -4.596498012542724609e-01 -1.649069786071775123e-01 8.732613623142243542e-01 1.168004184961319414e+00 2.947428226470949486e-01 2.774197165166036427e+00 2.497211996709005177e+00 -5.712916254997253418e-01 -2.769851684570312500e-01 2.937696516513824463e+00 -3.068503622208730519e+00 3.077795003111935213e+00 2.539162400536930875e+00 5.946162064386292245e-01 9.161365566639424474e-01 3.161375428389455955e+00 3.082626771279662670e+00 6.668014526367187500e+01 3.244692230224609375e+01 4.546285211642611443e+02 6.167718668242192734e+02 3.709499321662031548e+02 1.173151674001262847e+02 1.272095571191345016e+02 2.008930010232233769e+02 1.275753645590044698e+02 2.265162112158015134e+03 9.442683227112105442e+02 1.023151746527483965e+03 8.231104495127916607e+02 1.266501882576716582e+02 1.741201019287109375e+02 6.805632019042968750e+01 1.121410032379122512e+00 1.255913986298269336e+00 1.874064971414270753e+00 1.548010808873240718e+00 1.672220430743764696e+00 9.830539226531982422e-01 -1.791143242512838185e+00 -1.514158074055806935e+00 1.554345548152923584e+00 -1.449560880661010742e+00 2.059427261352539062e+00 -1.465556144714355469e+00 -1.326449811458586536e-01 1.397889375686645508e+00 8.738418817520141602e-01 1.264076083898543479e-01 -8.650230169296265759e-01 -2.432614803314208984e+00 -6.839392781257630505e-01
5.074208679199218750e+02 4.733758239746094318e+02 1.208550872802734233e+02 1.027989044189453125e+02 -7.614125609397890404e-01 -1.682319581508636919e+00 -5.501891374588014916e-01 -9.209070205688477673e-01 2.112234234809875488e-01 1.132130444049835205e+00 -2.834793154393331349e+00 2.019133329391479492e+00 1.353419363498687744e+00 -1.429258823394775391e+00 -2.094972789287567139e+00 -6.657139658927917480e-01 2.935268525391191652e+00 2.628135950856978820e+00 1.460976406541478978e+00 1.700250135946123065e+00 2.105594054532439419e+00 1.313352361984089223e+00 3.331599731445312500e+02 1.639741973876953409e+02 1.330906441052351056e+03 1.059147858107958200e+03 6.345422559427078113e+02 3.205071385464085552e+02 4.107168973504599307e+02 4.054076852935063471e+02 1.575220884907492689e+02 3.046325866639831929e+03 2.304738540501755779e+03 1.482272572236728593e+03 1.627126340398125876e+03 1.710145117184763137e+02 9.925672912597656250e+01 4.182556152343750000e+01 2.572405496678672243e+00 6.519457246814713836e-01 2.920736327076872474e+00 1.986376753932079797e+00 8.230063395798615788e-01 5.588390231132507324e-01 -2.889553129673004150e+00 -1.460294306278228760e+00 -7.945803403854370117e-01 1.441378593444824219e+00 -2.007013559341430664e+00 -1.263870954513550027e+00 -5.024583935737609863e-01 1.665224671363830566e+00 -1.270657181739807129e-01 -5.584950447082519531e-01 1.286759734153747559e+00 8.825395703315734863e-01 -9.281148314476012073e-01
3.599286499023436932e+02 2.260011138916015625e+02 1.083797760009765767e+02 9.560601043701170454e+01 -4.504359513521202785e-02 -2.519538700580596924e-01 8.048307597637176514e-01 -2.069102749228476645e-01 8.498743548989295959e-01 1.056784629821777344e+00 2.929384891186849416e+00 -2.728547573089599609e+00 2.636964503918783009e+00 6.252528429031372070e-01 -2.924203872680664062e-01 -9.176732301712036133e-01 2.929731176435219187e+00 2.740155581577509381e+00 2.757051749022763065e+00 6.585992555622148803e-01 8.987747782425125065e-01 1.399613486359859937e+00 2.311482810974121094e+01 1.290209808349609375e+02 3.268071079432498323e+02 5.720831543201978775e+02 3.912071049281814794e+02 3.946474774316258163e+02 1.162508014783171149e+02 1.526099489301142285e+02 1.498282871302245098e+02 7.778848583967089780e+02 6.220973976964875192e+02 4.603789377934945719e+02 5.636120362270542046e+02 5.348413496239364804e+02 1.322689208984375000e+02 6.839746093750000000e+01 3.694100480885813553e+00 1.915923061621944701e+00 1.016945337787908077e+00 1.648607667203693339e+00 1.153722017717489612e+00 1.913617197667257130e+00 -1.015767693519592285e+00 -1.641020536422729492e+00 -7.233473062515258789e-01 -2.128690481185913086e+00 1.225109934806823730e+00 -3.890183568000796926e-02 6.141759455204056847e-03 -1.576458811759948730e+00 -2.945909500122070312e-01 2.620192170143126886e-01 -3.202543258667006398e+00 2.240877628326416016e+00 5.506836622953421162e-02
2.906747436523438068e+02 2.059156341552734375e+02 1.240761032104492188e+02 4.295252990722656250e+01 -9.625310190021990620e-01 -1.494465041905641778e+00 -8.063352592289447784e-01 -5.319340229034427159e-01 1.561957597732542835e-01 6.881297826766969994e-01 -2.933826152478353322e+00 -2.464339200650350392e+00 -1.875848237668172658e+00 4.694869518280029297e-01 1.057977914810180664e+00 5.884909629821777344e-01 3.087685517585518458e+00 2.882081445299566891e+00 2.041808796395637060e+00 7.094869996405782642e-01 1.069445830136918296e+00 9.054524898184161952e-01 1.965112915039062216e+02 3.652595138549804688e+01 6.970233616206542138e+02 5.562699496029332522e+02 4.867983734230223831e+02 2.196189037853972934e+02 1.200388563255838505e+02 1.001267006066013039e+02 7.040591523866892487e+01 1.323621370381629276e+03 1.605859346984728290e+03 1.611224501481835887e+03 9.246174711012382659e+02 1.430356549314805363e+02 1.557368927001953125e+02 7.139453887939453125e+01 1.234017846849452926e+00 2.135002281125498946e+00 1.581664593203689240e+00 2.061515313472007893e+00 2.651069020112852392e+00 1.782125018537044525e+00 -1.567234136164188385e+00 -2.036721087992191315e+00 -2.625212050974369049e+00 1.672562479972839355e+00 -1.676796674728393555e+00 -4.615836217999454150e-02 9.163726568222044788e-01 -6.728832721710203968e-01 -7.357231974601745605e-01 3.893572688102722168e-01 1.621774077415466975e+00 -1.095625385642051836e-01 1.129539370536804421e+00
1.315187835693359375e+02 9.681074523925781250e+01 8.415036773681640625e+01 8.129322052001953125e+01 -7.207751274108886719e-03 -1.362723380327224509e+00 -3.882175683975219727e-01 -1.355515629053115623e+00 -3.810098171234130859e-01 9.745058119297025367e-01 -6.828067302703857422e-01 -2.688566271458761037e+00 3.113284289836883545e+00 -2.005759541188375294e+00 -2.487094287072316945e+00 -4.813347458839416504e-01 6.828447719511109293e-01 3.014200326341320402e+00 3.137395727312325189e+00 2.420845711249576038e+00 2.516109392203004447e+00 1.086896828167203566e+00 7.221730041503906250e+01 8.912930297851562500e+01 5.785995327182514529e+02 8.296055409143082215e+01 2.592383014996518682e+02 2.130612074582558932e+02 2.032188413828320677e+02 1.731324534372585902e+02 9.576107226604233347e+01 8.004176945299914223e+02 7.463743012323384391e+02 1.001071161652645515e+03 7.689987709307481509e+02 6.373091143373172827e+02 2.068991088867187500e+02 8.737883758544921875e+01 3.499362538830499414e+00 7.653304668177756120e-01 1.288466843309496568e+00 3.227571269049661407e+00 2.671316925956052302e+00 4.518436193466186523e-01 1.134650349617004395e+00 3.140409890805379689e+00 -2.661440670490264893e+00 2.381513357162475586e+00 3.064320087432861328e+00 -1.559223234653472900e-01 -1.487145721912384033e-01 -1.172409892082214355e+00 4.419214725494384766e-01 -6.596150994300840065e-01 2.445134878158569780e+00 1.929669737815856934e+00 4.617896378040313721e-01
