,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,Targets
0,107.455,88.14899999999999,96.416,30.643999999999995,37.611999999999995,155.862,98.475,89.69699999999999,192.442,214.777,88.262,98.599,116.15999999999998,71.29,102.68599999999999,0
1,80.29499999999999,75.81099999999999,88.14899999999999,32.829,29.345000000000002,218.86399999999998,36.545,51.962999999999994,199.618,101.727,84.648,106.371,91.47399999999999,152.19799999999998,104.32199999999999,1
2,106.56899999999999,63.174,134.72899999999998,131.544,117.021,188.85399999999998,100.232,171.213,55.485,81.603,97.425,113.92599999999999,106.958,122.471,114.98599999999999,0
3,124.576,86.26299999999999,98.60099999999998,24.974999999999998,36.013999999999996,152.079,95.05499999999999,54.186,96.42299999999999,219.053,109.18100000000001,107.246,110.643,120.998,86.8,1
4,115.42299999999999,100.487,92.633,36.013999999999996,78.11,185.565,59.568,114.185,124.751,98.43799999999999,106.371,107.246,106.65899999999999,97.137,109.469,0
5,89.448,83.779,39.498,22.676,10.039,81.603,165.531,82.292,201.412,174.993,113.165,105.496,105.78399999999999,108.121,118.27999999999999,1
6,101.199,98.60099999999998,60.401999999999994,31.942999999999998,52.434,169.57799999999997,100.41299999999998,66.05099999999999,154.815,54.186,108.121,116.15999999999998,111.40400000000001,141.23199999999997,113.339,0
7,124.576,92.633,100.487,94.231,48.95,141.98899999999998,124.751,188.85399999999998,171.213,100.41299999999998,137.72,95.08800000000001,140.16099999999997,115.573,93.338,1
8,124.576,86.26299999999999,121.39099999999999,67.957,64.473,48.441,148.81799999999998,149.033,83.074,82.97099999999999,101.224,93.338,107.246,215.34799999999998,91.762,0
9,125.87499999999999,104.38399999999999,114.423,48.95,105.56899999999999,169.95,180.183,103.83399999999999,80.919,75.41499999999999,111.40400000000001,117.807,114.51299999999999,131.305,103.273,1
10,124.576,118.90700000000001,54.32,23.975,96.11699999999999,183.77100000000002,155.48999999999998,155.48999999999998,128.273,36.413,140.16099999999997,114.51299999999999,122.944,175.529,127.032,0
11,124.576,86.26299999999999,100.487,48.95,101.199,99.84299999999999,97.791,104.20599999999999,80.23499999999999,167.583,106.958,92.751,87.38699999999999,186.339,120.998,1
12,140.697,105.56899999999999,38.498,37.611999999999995,106.56899999999999,156.75300000000001,86.96099999999998,86.22399999999999,48.441,155.862,98.599,94.213,90.012,53.895,98.887,0
13,118.90700000000001,77.11,173.64,169.156,67.957,156.183,40.132999999999996,169.57799999999997,69.57300000000001,164.336,118.27999999999999,93.338,106.371,101.224,84.061,1
14,92.93199999999999,92.633,68.256,55.918,61.28799999999999,149.033,31.163,54.186,176.361,164.336,123.243,133.92000000000002,158.70600000000002,158.70600000000002,131.305,0
15,137.213,112.53699999999999,67.957,48.95,47.765,163.479,81.603,155.48999999999998,92.43299999999999,173.47199999999998,116.15999999999998,109.18100000000001,104.03399999999999,76.018,122.471,1
16,122.39099999999999,91.63299999999998,46.465999999999994,42.98199999999999,20.491,166.13,32.913,103.121,80.919,199.618,121.585,112.578,93.338,137.72,111.991,0
